PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20
9.659860878785677,3.7871272259503925,-3.9187491688001903,0.424524085126043,0.808144090908363,1.4744622039805069,0.6453750949002803,1.6130530940962016,2.205645530602636,2.7790141157261097,2.7559455970630116,-0.5276947070660689,1.9216219150460785,2.2184212308892657,-0.6874660987512251,-2.144942615511906,0.19823066841953588,0.49720224201786556,-0.049902745197130595,0.6560980448577256
12.00921557209345,3.633070787383147,-1.0333016298868265,2.346077016710723,-0.04544909880600636,-0.33293576428737626,-0.6463862672208063,0.44030759269563446,0.8942049527662688,1.7430283296073046,1.3261071835093974,-2.018250657158845,0.2099494151621786,1.3032268993469573,0.19820529661905636,-0.958321470311524,3.104152073846955,1.319775953238239,-0.02551748028776346,0.0745182194795218
14.145286511668258,1.6115356873611633,0.04318969818003913,1.429670000049938,-2.2640103854237266,-2.933425262458889,1.3019297472736733,0.7491361667878405,0.6164297217571008,3.2800619144245267,-0.09922868763594338,-1.8700357933816112,3.133092418955451,0.36459876153038945,1.6276057403813442,0.015352566149439875,2.513017335007164,-0.9290624679332672,-0.11911131141422238,-0.003082105238892976
17.492412387328834,-0.26213473083004873,4.0137527785098355,1.1142619826602904,-1.1695399254401981,-2.686741880827592,0.005181022205935989,-1.2966475244681526,-0.3368710070388773,1.770103398715869,-0.21439011293179672,-3.8069432849150298,1.6162508763334924,-0.8925066452292459,2.839001096797516,-0.1772834053890142,1.5251765469267957,-1.0731573357715998,-1.1876955539414602,-0.5367454264585106
19.660106892859083,-1.433678834068934,4.430996575972944,2.9167922109449447,-1.2469428957907296,-1.4883759973643478,0.2933431131258236,-0.6902280934930713,-0.025198583161441183,3.61439466739622,-0.2707399930441888,-0.6161648147133302,2.9088845613910705,-2.4120772487992026,3.4469902826860164,2.4189024242043464,0.8859391323361251,-1.049227666787334,0.2838379396005798,-0.0773679773944476
21.121561130790933,-2.374199835955087,4.814696824774994,0.15885871339799756,0.7369398747838719,-0.8811938015126468,0.27397831671624434,2.151675912104994,-0.7252099648373007,4.642369781066049,0.30527255368581246,-1.1265174107028597,-0.6063094228921047,1.5240156670131293,3.7521050430208023,0.6769563420932506,1.3203639114297347,-1.010282842115477,1.7948194043726777,-0.23550578908197453
23.54223368725073,-7.423478099720027,9.644443203080034,-4.416296439149145,-2.5703405608791585,1.4072041239008333,-0.6703811979095877,-0.3726809998642891,1.7673928167438324,2.498473562407662,1.686492157088376,0.32152086395104995,1.066859448552527,0.5669893143878532,-0.6631159279375287,-0.795979691674735,1.8706070538089776,1.0393194768985814,2.2368213370574885,2.2508193736425617
24.591948696652125,-7.941254813232201,7.834540337837783,-6.715934498636795,-5.222684154236045,1.1375012892855207,-1.3360057389821929,2.490199700082281,0.6187261339275678,-0.38926216449726153,1.3926109500893786,-0.9710065698016818,-1.1785966356767688,0.9828440058636579,-1.6390725813242923,0.23695786580891232,0.561958923590942,1.7938555385508614,-0.0921231295152374,0.9521295549864012
22.29514594716432,-4.787202669349284,7.462750935202363,-8.071500133836485,-4.631910765496614,3.1453593774222868,0.2546934806921061,1.59865381749012,5.838460049877875,2.189765022637864,1.3285733536231723,0.19222882425038926,0.1511788617580005,-1.2046752645084131,-2.16182075728326,-0.15820120146774938,-0.3084162892764977,0.9451277239373043,1.126115209813054,2.4236325293019862
20.88053771044107,-7.257601405976373,6.011558792241058,-6.9075129276900125,-6.898957544070635,0.3253415427538231,-0.40522817466381034,1.895862869731993,3.1030853590336345,0.810515031942585,0.21475164096581303,-1.5744267524579019,-1.6007806787037675,-1.1382084326551858,-1.5312244810054794,0.08765953890556862,0.4283552437139064,0.961557610529032,0.2445289937028289,2.994631797906414
